ID_point,Point_name,Date ,Decimale_date,Collecting_campaign,Year,Coordinates_X,Coordinates_X_UTM_31,Coordinates_Y,Coordinates_Y_UTM_31,Altitude_asl,Profondeur_cm,Profondeur_approximative,Color,Hcl,Hcl_rough,Humidity,Hydromorphy,Hydromorphy_intensity,Texture,Surface_structure,Average_surface_stability_6,Flapping_crust,Compactness,Rough_approximate_elements_%,Comments,Parcel_code,zone,EC_1_5_mS_cm,EC_mS_cm,pH,Ca_ppm,Na_ppm,NO3_ppm,K_ppm
JP19C18,C18,29/05/2019,43614,JP19,2019,"3,033195","502696,51","43,208373","4783955,22","3,17",90-120,105,10YR4/4,3,,2,10,M,silty clay loam,,,,,,,1,C,"0,425","2,8645","8,3",83,,,
JP19C19,C19,29/05/2019,43614,JP19,2019,"3,038711","503144,11","43,217557","4784975,32","4,842",0-20,10,10YR5/4,3,,1,0,,silty clay,angular ,"3,83333333333333",,,0,"Probably used before for the vines, today it is a plot of land covered with grasses, it is next to a main road, retains the marks of mechanical work. ",2,C,"0,37","2,4938","8,2",110,,,
JP19C19,C19,29/05/2019,43614,JP19,2019,"3,038711","503144,11","43,217557","4784975,32","4,592",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,2,C,"0,607","4,09118","8,16",110,,,
JP19C19,C19,29/05/2019,43614,JP19,2019,"3,038711","503144,11","43,217557","4784975,32","4,192",70-80,75,10YR5/4,3,,2,10,P,silty clay,,,,,,,2,C,"0,72","4,8528","8,2",110,,,
JP19C19,C19,29/05/2019,43614,JP19,2019,"3,038711","503144,11","43,217557","4784975,32","3,892",90-120,105,10YR5/4,3,,2,10,P,silty clay,,,,,,,2,C,"0,526","3,54524","8,27",62,,,
JP19C20,C20,29/05/2019,43614,JP19,2019,"3,044963","503652,07","43,214785","4784667,73","4,37",0-20,10,10YR6/4,3,,0,0,,silty clay,sub-angular,"3,5",,,0,"Parcel with an area of high mortality, the inter-rows are composed of grasses which are probably used for hay and which have themselves burned, There does not seem to have been much chemical or mechanical work done, Uncertain stability the vegetation cover made the surface soil cooler than dry",1,C,"0,504","3,39696","8,21",77,,,
JP19C20,C20,29/05/2019,43614,JP19,2019,"3,044963","503652,07","43,214785","4784667,73","4,12",30-40,35,10YR6/4,3,,1,0,,silty clay,,,,,,,1,C,"0,749","5,04826",,91,,,
JP19C20,C20,29/05/2019,43614,JP19,2019,"3,044963","503652,07","43,214785","4784667,73","3,72",70-80,75,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,C,"0,55","3,707","8,59",12,,,
JP19C20,C20,29/05/2019,43614,JP19,2019,"3,044963","503652,07","43,214785","4784667,73","3,42",90-120,105,10YR5/4,3,,2,10,P,silty clay loam,,,,,,,1,C,"0,262","1,76588","8,56",13,,,
JP19C21,C21,29/05/2019,43614,JP19,2019,"3,047477","503856,32","43,213882","4784567,57","4,362",0-20,10,10YR5/4,3,,1,0,,silty clay,lumpy,"2,5",,,0,"A little further upstream from the previous plot, This one is no longer cultivated, may be a decompaction a month or two ago, No ditches everywhere.",2,C,"0,238","1,60412","8,16",120,,,
JP19C21,C21,29/05/2019,43614,JP19,2019,"3,047477","503856,32","43,213882","4784567,57","4,112",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,2,C,"0,308","2,07592","8,26",92,,,
JP19C21,C21,29/05/2019,43614,JP19,2019,"3,047477","503856,32","43,213882","4784567,57","3,712",70-80,75,10YR5/4,3,,1,10,P,silty clay,,,,,,,2,C,"1,036","6,98264",,,,,
JP19C21,C21,29/05/2019,43614,JP19,2019,"3,047477","503856,32","43,213882","4784567,57","3,412",90-120,105,10YR5/4,3,,2,11,P,silty clay,,,,,,,2,C,"1,369","9,22706","8,29",69,,,
JP19C22,C22,29/05/2019,43614,JP19,2019,"3,058387","504742,55","43,21312","4784483,51","3,883",0-20,10,"2,5YR4/3",3,,0,0,,silty clay,sub-angular,2,,,0,"Parcel of cereals still very young, probably a crop sown in spring. There are many parcels with holes in the corner.",3,C,"0,494","3,32956","8,04",160,,,
JP19C22,C22,29/05/2019,43614,JP19,2019,"3,058387","504742,55","43,21312","4784483,51","3,633",30-40,35,"2,5YR4/3",3,,1,10,P,silty clay,,,,,,,3,C,,,,,,,
JP19C22,C22,29/05/2019,43614,JP19,2019,"3,058387","504742,55","43,21312","4784483,51","3,233",70-80,75,"2,5YR5/3",3,,1,10,P,silty clay,,,,,,,3,C,"0,468","3,15432","8,17",100,,,
JP19C22,C22,29/05/2019,43614,JP19,2019,"3,058387","504742,55","43,21312","4784483,51","2,933",90-120,105,"2,5YR5/3",3,,1,,,silty clay,,,,,,,3,C,"0,434","2,92516","8,3",81,,,
JP19C23,C23,29/05/2019,43614,JP19,2019,"3,077684","506310,20","43,210836","4784231,14","12,138",0-20,10,10YR6/4,3,,0,0,,sandy clay loam,,"4,33333333333333",,,0,"Vine parcel, there is quite a lot of mortality, No heavy working of the soil, the plants are voluntarily left to develop, There is quite a lot of life, the soil is not very coherent it is sandy, Not possible to go below 90cm.",1,C,"0,316","2,12984","8,18",110,,,
JP19C23,C23,29/05/2019,43614,JP19,2019,"3,077684","506310,20","43,210836","4784231,14","11,888",30-40,35,10YR5/4,3,,0,0,,sandy clay loam,,,,,,,1,C,"0,246","1,65804","8,21",88,,,
JP19C23,C23,29/05/2019,43614,JP19,2019,"3,077684","506310,20","43,210836","4784231,14","11,488",70-80,75,10YR5/3,3,,0,0,,sandy clay loam,,,,,,,1,C,"0,222","1,49628","8,33",74,,,
JP19F7,F7,29/05/2019,43614,JP19,2019,"3,035533","502885,49","43,228347","4786173,46","6,105",0-20,10,"2,5YR4/4",3,,1,0,,silty clay,sub-angular,"2,83333333333333",,,0,"Palisaded vines that do not seem to have a problem, Worked in the classic way.",1,F,"0,357","2,40618","8,22",110,,,
JP19F7,F7,29/05/2019,43614,JP19,2019,"3,035533","502885,49","43,228347","4786173,46","5,855",30-40,35,"2,5YR4/4",3,,1,0,,silty clay,,,,,,,1,F,"0,24","1,6176","8,24",86,,,
JP19F7,F7,29/05/2019,43614,JP19,2019,"3,035533","502885,49","43,228347","4786173,46","5,455",70-80,75,"2,5YR4/4",3,,1,0,,silty clay,,,,,,,1,F,"0,241","1,62434","8,27",81,,,
JP19F7,F7,29/05/2019,43614,JP19,2019,"3,035533","502885,49","43,228347","4786173,46","5,155",90-120,105,"2,5YR4/4",3,,1,10,M,silty clay,,,,,,,1,F,,,,,,,
JP19F8,F8,31/05/2019,43616,JP19,2019,"3,011916","500967,64","43,228669","4786208,68","8,102",0-20,10,10YR5/4,3,,1,0,,silty clay,sub-angular,"3,83333333333333",,,0,"No salinity problems according to the former owners of the parcel, the vines do indeed seem rather healthy, they are classic trellised vines. ",1,F,"0,353","2,37922","8,19",100,,,
JP19F8,F8,31/05/2019,43616,JP19,2019,"3,011916","500967,64","43,228669","4786208,68","7,852",30-40,35,10YR4/4,3,,1,0,,silty clay,,,,,,,1,F,"0,25","1,685","8,18",84,,,
JP19F8,F8,31/05/2019,43616,JP19,2019,"3,011916","500967,64","43,228669","4786208,68","7,452",70-80,75,10YR5/6,3,,1,0,,clay,,,,,,,1,F,"0,27","1,8198",,,,,
JP19F8,F8,31/05/2019,43616,JP19,2019,"3,011916","500967,64","43,228669","4786208,68","7,152",90-120,105,10YR5/6,3,,1,0,,clay,,,,,,,1,F,"0,222","1,49628","8,47",75,,,
JP19F9,F9,31/05/2019,43616,JP19,2019,"3,007784","500632,11","43,227554","4786084,81","8,189",0-20,10,10YR4/4,3,,1,0,,silty clay,sub-angular,"2,5",,,0,"Healthy vine, there don't seem to be any salinity problems.",1,F,"0,258","1,73892","8,23",80,,,
JP19F9,F9,31/05/2019,43616,JP19,2019,"3,007784","500632,11","43,227554","4786084,81","7,939",30-40,35,10YR4/4,3,,1,0,,silty clay,,,,,,,1,F,"0,239","1,61086","8,3",80,,,
JP19F9,F9,31/05/2019,43616,JP19,2019,"3,007784","500632,11","43,227554","4786084,81","7,539",70-80,75,10YR5/4,3,,1,0,,clay,,,,,,,1,F,"0,23","1,5502","8,26",78,,,
JP19F9,F9,31/05/2019,43616,JP19,2019,"3,007784","500632,11","43,227554","4786084,81","7,239",90-120,105,10YR5/4,3,,1,0,,clay,,,,,,,1,F,"0,267","1,79958",,,,,
JP19B35,B35,31/05/2019,43616,JP19,2019,"3,086761","507045,11","43,231712","4786550,2","18,103",0-20,10,10YR5/4,3,,0,0,,sandy clay loam,,5,,,15,"Meadow left fallow, there are a lot of poppies, daisies ... Difficult to go below 40cm, it is probably a parcel worked before there seems to be the scars of a tillage.",2,B,"0,332","2,23768","8,14",96,,,
JP19B35,B35,31/05/2019,43616,JP19,2019,"3,086761","507045,11","43,231712","4786550,20","17,853",30-40,35,10YR5/4,3,,0,0,,sandy clay loam,,,,,,,2,B,"0,296","1,99504","8,25",96,,,
JP19B36,B36,31/05/2019,43616,JP19,2019,"3,104457","508482,23","43,230448","4786411,47","41,568",0-20,10,10YR5/6,3,,1,0,,sandy loam,,3,,,25,"Preserved vine, present at high altitude so there is little chance that salt will have an impact.",1,B,"0,266","1,79284","8,18",110,,,
JP19B36,B36,31/05/2019,43616,JP19,2019,"3,104457","508482,23","43,230448","4786411,47","41,318",30-40,35,10YR5/6,3,,1,0,,sandy loam,,,,,,,1,B,"0,22","1,4828","8,21",90,,,
JP19B36,B36,31/05/2019,43616,JP19,2019,"3,104457","508482,23","43,230448","4786411,47","40,918",70-80,75,10YR5/6,3,,1,0,,sandy loam,,,,,,,1,B,"0,228","1,53672","8,25",72,,,
JP19B36,B36,31/05/2019,43616,JP19,2019,"3,104457","508482,23","43,230448","4786411,47","40,618",90-120,105,10YR5/6,3,,1,0,,sandy loam,,,,,,,1,B,"0,221","1,48954","8,28",75,,,
JP19D9,D9,31/05/2019,43616,JP19,2019,"3,098019","507961,42","43,215233","4784721,17","63,41",0-20,10,10YR5/2,3,,0,0,,sandy loam,,"5,83333333333333",,,5,"Mrs Martinez's vineyard, the vine does not really have a problem and is not too submerged because the farmers say they do not receive any water, There is mechanical and chemical work, It seems that one row out of 3 is not worked.",1,D,"0,355","2,3927","8,18",110,,,
JP19D9,D9,31/05/2019,43616,JP19,2019,"3,098019","507961,42","43,215233","4784721,17","63,16",30-40,35,10YR5/3,3,,0,0,,sandy loam,,,,,,,1,D,"0,3","2,022","8,27",97,,,
JP19D9,D9,31/05/2019,43616,JP19,2019,"3,098019","507961,42","43,215233","4784721,17","62,76",70-80,75,10YR6/3,3,,0,0,,sandy loam,,,,,,,1,D,"0,236","1,59064","8,31",80,,,
JP19D9,D9,31/05/2019,43616,JP19,2019,"3,098019","507961,42","43,215233","4784721,17","62,46",90-120,105,10YR5/4,3,,1,0,,sandy loam,,,,,,,1,D,"0,231","1,55694","8,25",76,,,
JP19C24,C24,31/05/2019,43616,JP19,2019,"3,050063","504067,08","43,203241","4783385,98","3,533",0-20,10,10YR6/4,3,,1,0,,silty clay,,"4,33333333333333",,,0,"Parcel of bearded wheat, there's not really any salt rounds present",3,C,"0,346","2,33204","8,19",110,,,
JP19C24,C24,31/05/2019,43616,JP19,2019,"3,050063","504067,08","43,203241","4783385,98","3,283",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,3,C,"0,411","2,77014","8,47",91,,,
JP19C24,C24,31/05/2019,43616,JP19,2019,"3,050063","504067,08","43,203241","4783385,98","2,883",70-80,75,10YR4/4,3,,1,10,P,silty clay,,,,,,,3,C,"0,847","5,70878","8,28",79,,,
JP19C24,C24,31/05/2019,43616,JP19,2019,"3,050063","504067,08","43,203241","4783385,98","2,583",90-120,105,10YR4/4,3,,1,10,P,silty clay,,,,,,,3,C,"1,102","7,42748","8,14",78,,,
JP19C25,C25,31/05/2019,43616,JP19,2019,"3,042425","503446,60","43,202838","4783340,88","3,27",0-20,10,10YR4/4,3,,1,0,,silty clay,,"2,66666666666667",,,0,Worked vineyard parcel for which there does not seem to be any significant mortality.,1,C,"0,328","2,21072","8,25",110,,,
JP19C25,C25,31/05/2019,43616,JP19,2019,"3,042425","503446,60","43,202838","4783340,88","3,02",30-40,35,10YR4/4,3,,1,0,,silty clay,,,,,,,1,C,"0,291","1,96134","8,37",75,,,
JP19C25,C25,31/05/2019,43616,JP19,2019,"3,042425","503446,60","43,202838","4783340,88","2,62",70-80,75,10YR5/4,3,,1,0,,silty clay,,,,,,,1,C,"0,358","2,41292","8,29",49,,,
JP19C25,C25,31/05/2019,43616,JP19,2019,"3,042425","503446,60","43,202838","4783340,88","2,32",90-120,105,10YR5/4,3,,2,0,,silty clay,,,,,,,1,C,"0,43","2,8982","8,43",52,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4","4,37",0-20,10,10YR6/4,3,,0,0,,silty clay,sub-angular,,,,0,"Vine parcel corresponding to sample C21, I made an extension to take a part of the soil that was in contact with water, the water was found quite quickly at about 2.40 meters.",1,C,"0,681","4,58994","8,04",73,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4","4,12",30-40,35,10YR6/4,3,,1,0,,silty clay,,,,,,,1,C,"0,788","5,31112","8,33",37,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4","3,72",70-80,75,10YR5/4,3,,1,0,,silty clay loam,,,,,,,1,C,"0,761","5,12914","8,6",5,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4","3,42",90-120,105,10YR5/4,3,,1,0,,silty clay loam,,,,,,,1,C,"0,605","4,0777","8,41",23,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4",,200-220,210,10YR4/3,3,,3,0,,silty clay loam,,,,,,,1,C,"0,369","2,48706","8,4",36,,,
JP19C26,C26,17/06/2019,43633,JP19,2019,"3,045078","503661,40","43,214908","4784681,4",,240-250,245,10YR4/3,3,,2,11,F,silty clay,,,,,,,1,C,"0,292","1,96808","8,41",35,,,
JP19F10,F10,17/06/2019,43633,JP19,2019,"3,008353","500678,28","43,231409","4786512,93","8,732",0-20,10,10YR5/4,3,,0,0,,silty clay,sub-angular,"1,83333333333333",,,0,"Round of mortality rather on Curxac thus not in really in the zone at risk, Irrigation with the drip, Vine worked chemically like mechanics with the inter-range",1,F,"0,798","5,37852","7,99",230,,,
JP19F10,F10,17/06/2019,43633,JP19,2019,"3,008353","500678,28","43,231409","4786512,93","8,482",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,1,F,"0,369","2,48706","8,04",97,,,
JP19F10,F10,17/06/2019,43633,JP19,2019,"3,008353","500678,28","43,231409","4786512,93","8,082",70-80,75,10YR4/4,3,,1,0,,silty clay,,,,,,,1,F,"0,305","2,0557","8,19",90,,,
JP19F10,F10,17/06/2019,43633,JP19,2019,"3,008353","500678,28","43,231409","4786512,93","7,782",90-120,105,10YR4/4,3,,1,0,,silty clay,,,,,,,1,F,"0,216","1,45584","8,32",79,,,
JP19C27,C27,17/06/2019,43633,JP19,2019,"3,069673","505657,95","43,227389","4786068,82","4,377",0-20,10,10YR5/4,3,,1,10,P,silty clay,sub-angular,"2,66666666666667",,,0,Tilled vines worked without any apparent problems,1,C,"0,379","2,55446","8,25",93,,,
JP19C27,C27,17/06/2019,43633,JP19,2019,"3,069673","505657,95","43,227389","4786068,82","4,127",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,C,"0,376","2,53424","8,3",88,,,
JP19C27,C27,17/06/2019,43633,JP19,2019,"3,069673","505657,95","43,227389","4786068,82","3,727",70-80,75,10YR5/4,3,,1,11,P,silty clay,,,,,,,1,C,"0,51","3,4374","8,31",78,,,
JP19C27,C27,17/06/2019,43633,JP19,2019,"3,069673","505657,95","43,227389","4786068,82","3,427",90-120,105,10YR4/4,3,,1,11,P,silty clay,,,,,,,1,C,"1,038","6,99612","7,9",97,,,
JP19C28,C28,17/06/2019,43633,JP19,2019,"3,068515","505564,33","43,222739","4785552,34","4,056",0-20,10,10YR5/4,3,,1,0,,silty clay,,,,,0,"Parcel of vines uprooted, it is not necessarily because of the salt, the surrounding vines seem to be in good health.",1,C,"0,329","2,21746","8,2",80,,,
JP19C28,C28,17/06/2019,43633,JP19,2019,"3,068515","505564,33","43,222739","4785552,34","3,806",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,1,C,"0,512","3,45088","8,29",70,,,
JP19C28,C28,17/06/2019,43633,JP19,2019,"3,068515","505564,33","43,222739","4785552,34","3,406",70-80,75,10YR6/4,3,,1,0,,silty clay loam,,,,,,,1,C,"0,283","1,90742","8,3",84,,,
JP19C28,C28,17/06/2019,43633,JP19,2019,"3,068515","505564,33","43,222739","4785552,34","3,106",90-120,105,10YR6/4,3,,1,10,P,silty clay loam,,,,,,,1,C,"0,593","3,99682","8,27",33,,,
JP19C29,C29,17/06/2019,43633,JP19,2019,"3,065289","505302,64","43,219274","4785167,34","4,016",0-20,10,10YR5/4,3,,1,0,,silty clay,,6,,,,Recently cut grass parcel,2,C,"0,594","4,00356","8,22",110,,,
JP19C29,C29,17/06/2019,43633,JP19,2019,"3,065289","505302,64","43,219274","4785167,34","3,766",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,2,C,"0,785","5,2909","8,2",120,,,
JP19C29,C29,17/06/2019,43633,JP19,2019,"3,065289","505302,64","43,219274","4785167,34","3,366",70-80,75,10YR5/4,3,,1,0,,silty clay,,,,,,,2,C,"1,548","10,43352","7,87",170,,,
JP19C29,C29,17/06/2019,43633,JP19,2019,"3,065289","505302,64","43,219274","4785167,34","3,066",90-120,105,10YR5/4,3,,2,10,M,silty clay,,,,,,,2,C,"1,542","10,39308","8,27",,,,
JP19C30,C30,17/06/2019,43633,JP19,2019,"3,057328","504655,87","43,221788","4785446,05","5,134",0-20,10,10YR5/4,3,,1,0,,silty clay,,,,,,"Beautiful vine without apparent worries, Both types of work are present and seem to overflow on the row, Very little grass even on the row.",1,C,"0,327","2,20398","8,26",100,,,
JP19C30,C30,17/06/2019,43633,JP19,2019,"3,057328","504655,87","43,221788","4785446,05","4,884",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,1,C,"0,277","1,86698","8,28",96,,,
JP19C30,C30,17/06/2019,43633,JP19,2019,"3,057328","504655,87","43,221788","4785446,05","4,484",70-80,75,10YR5/4,3,,1,11,P,silty clay,,,,,,,1,C,"0,366","2,46684","8,51",52,,,
JP19C30,C30,17/06/2019,43633,JP19,2019,"3,057328","504655,87","43,221788","4785446,05","4,184",90-120,105,10YR5/4,3,,1,11,P,silty clay,,,,,,,1,C,"0,516","3,47784","8,41",46,,,
JP19C31,C31,18/06/2019,43634,JP19,2019,"3,061541","504998,99","43,209973","4784134,21","3,387",0-20,10,10YR5/4,3,,1,0,,silty clay,,,,,0,"Cereal parcel, not much productivity at the periphery on the canal side, This is conventional agriculture, very crumbly surface, no aggregates.",3,C,"0,392","2,64208","7,91",110,,,
JP19C31,C31,18/06/2019,43634,JP19,2019,"3,061541","504998,99","43,209973","4784134,21","3,137",30-40,35,10YR6/3,3,,1,0,,silty clay,,,,,,,3,C,"1,032","6,95568","8,21",100,,,
JP19C31,C31,18/06/2019,43634,JP19,2019,"3,061541","504998,99","43,209973","4784134,21","2,737",70-80,75,10YR5/4,3,,1,0,,silty clay,,,,,,,3,C,"1,054","7,10396","8,02",68,,,
JP19C31,C31,18/06/2019,43634,JP19,2019,"3,061541","504998,99","43,209973","4784134,21","2,437",90-120,105,10YR5/4,3,,1,0,,silty clay,,,,,,,3,C,"1,05","7,077","8,18",87,,,
JP19C32,C32,18/06/2019,43634,JP19,2019,"3,053784","504368,97","43,208894","4784013,95","3,853",0-20,10,10YR6/6,3,,1,0,,silty clay,sub,20/6,,,0,"Orchard, olive and apple trees, Low and burnt grass, Use of pesticides likely, Very dry on the surface, Most trees appear to be in good health except for a few with yellow leaves, Close to crops",4,C,"0,413","2,78362","8,13",110,,,
JP19C32,C32,18/06/2019,43634,JP19,2019,"3,053784","504368,97","43,208894","4784013,95","3,603",30-40,35,10YR6/6,3,,1,0,,silty clay,,,,,,,4,C,"0,267","1,79958","8,17",97,,,
JP19C32,C32,18/06/2019,43634,JP19,2019,"3,053784","504368,97","43,208894","4784013,95","3,203",70-80,75,10YR5/4,3,,1,11,P,silty clay,,,,,,,4,C,"0,329","2,21746","8,35",52,,,
JP19C32,C32,18/06/2019,43634,JP19,2019,"3,053784","504368,97","43,208894","4784013,95","2,903",90-120,105,10YR5/4,3,,1,11,P,silty clay,,,,,,,4,C,"0,403","2,71622","8,42",34,,,
JP19C33,C33,18/06/2019,43634,JP19,2019,"3,053861","504375,04","43,211417","4784294,14","4,132",0-20,10,10YR4/4,3,,1,0,,silty clay,,"5,83333333333333",,,0,"Vineyards trellised close to the canal, mortality circles, and weakness in some areas, Classic work, probably an old vine, next to a cereal field and the ditches are still very poorly maintained.",1,C,"0,298","2,00852","8,27",90,,,
JP19C33,C33,18/06/2019,43634,JP19,2019,"3,053861","504375,04","43,211417","4784294,14","3,882",30-40,35,10YR4/4,3,,1,0,,silty clay,,,,,,,1,C,"0,374","2,52076","8,16",95,,,
JP19C33,C33,18/06/2019,43634,JP19,2019,"3,053861","504375,04","43,211417","4784294,14","3,482",70-80,75,10YR4/4,3,,1,0,,silty clay loam,,,,,,,1,C,"0,41","2,7634","8,58",,,,
JP19C33,C33,18/06/2019,43634,JP19,2019,"3,053861","504375,04","43,211417","4784294,14","3,182",90-120,105,10YR4/4,3,,2,10,P,silty clay loam,,,,,,,1,C,"0,411","2,77014","8,32",72,,,
JP19C34,C34,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","5,48",0-20,10,10YR6/4,3,,1,0,,silty clay,,,,,0,"Relatively small wheat field next to the canal, probably sprinkler irrigation.",3,C,"0,42","2,8308","8,31",93,,,
JP19C34,C34,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","5,23",30-40,35,10YR5/4,3,,1,11,P,silty clay loam,,,,,,,3,C,"0,424","2,85776","8,28",81,,,
JP19C34,C34,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","4,83",70-80,75,10YR5/4,3,,2,11,M,silty clay loam,,,,,,,3,C,"0,262","1,76588","8,2",64,,,
JP19C34,C34,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","4,53",90-120,105,10YR5/4,3,,3,0,,silty clay loam,,,,,,,3,C,"0,267","1,79958","8,3",76,,,
JP19C36,C36,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","5,399",0-20,10,10YR5/6,1,,0,0,,loamy sand,,,,,10,"Healthy vines, on the edge of the motorway, very little coherence in the soil, it is relatively high.",1,C,"0,2","1,348","7,91",290,,,
JP19C36,C36,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","5,249",30-40,35,10YR5/6,1,,0,0,,loamy sand,,,,,,,1,C,"0,289","1,94786","8,2",97,,,
JP19C36,C36,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","4,849",70-80,75,10YR4/4,1,,1,10,M,sandy loam,,,,,,,1,C,"0,283","1,90742","8,04",98,,,
JP19C36,C36,18/06/2019,43634,JP19,2019,"3,053784","504368,35","43,217574","4784977,88","4,549",90-120,105,10YR5/4,2,,1,10,M,sandy loam,,,,,,,1,C,"0,337","2,27138","8,32",,,,
JP19C35,C35,18/06/2019,43634,JP19,2019,"3,082552","506704,36","43,222427","4785518,72","6,97",0-20,10,10YR5/4,3,,0,0,,loamy sand,,3,,,0,"Healthy vines tilled soil not, soil very inconsistent",1,C,"0,293","1,97482","8,18",110,,,
JP19C35,C35,18/06/2019,43634,JP19,2019,"3,082552","506704,36","43,222427","4785518,72","6,72",30-40,35,10YR4/4,3,,0,0,,loamy sand,,,,,,,1,C,"0,28","1,8872","8,16",110,,,
JP19C35,C35,18/06/2019,43634,JP19,2019,"3,082552","506704,36","43,222427","4785518,72","6,32",70-80,75,10YR5/4,3,,1,0,,sandy clay loam,,,,,,,1,C,"0,298","2,00852","8,29",80,,,
JP19C35,C35,18/06/2019,43634,JP19,2019,"3,082552","506704,36","43,222427","4785518,72","6,02",90-120,105,10YR5/4,3,,1,0,,sandy clay loam,,,,,,,1,C,"0,224","1,50976","8,08",82,,,
JP19D10,D10,19/06/2019,43635,JP19,2019,"3,074754","506073,83","43,194388","4782404,33","12,04",0-20,10,10YR4/4,3,,1,0,,loamy sand,,,,,15,"Vineyard, near highway, a little mortality",1,D,"0,24","1,6176","8,2",87,,,
JP19D10,D10,19/06/2019,43635,JP19,2019,"3,074754","506073,83","43,194388","4782404,33","11,79",30-40,35,10YR4/4,3,,1,0,,sandy loam,,,,,,,1,D,"0,293","1,97482","8,07",79,,,
JP19D10,D10,19/06/2019,43635,JP19,2019,"3,074754","506073,83","43,194388","4782404,33","11,39",70-80,75,10YR4/4,3,,1,0,,sandy loam,,,,,,,1,D,"0,297","2,00178","8,29",85,,,
JP19D10,D10,19/06/2019,43635,JP19,2019,"3,074754","506073,83","43,194388","4782404,33","11,09",90-120,105,10YR4/4,3,,1,10,M,sandy clay loam,,,,,,,1,D,"0,335","2,2579","8,27",93,,,
JP19G13,G13,19/06/2019,43635,JP19,2019,"3,063462","505157,99","43,174902","4780239,62","19,892",0-20,10,10YR7/3,3,,0,0,,sandy loam,,"4,66666666666667",,,40,"Acid soil, no salt according to the worker, the parcel is worked in a reasoned way and some plants are weak or even yellow.",1,G,"0,324","2,18376","8,18",110,,,
JP19G14,G14,19/06/2019,43635,JP19,2019,"3,055517","504512,24","43,174933","4780242,6","1,73",0-20,10,10YR6/4,3,,1,0,,silty clay,,,,,0,It's barley ripe for intensive farming.,3,G,"0,439","2,95886","8,21",89,,,
JP19G14,G14,19/06/2019,43635,JP19,2019,"3,055517","504512,24","43,174933","4780242,6","1,48",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,3,G,"0,77","5,1898","8,21",41,,,
JP19G14,G14,19/06/2019,43635,JP19,2019,"3,055517","504512,24","43,174933","4780242,6","1,08",70-80,75,10YR5/4,3,,1,10,P,silty clay,,,,,,,3,G,"1,492","10,05608","8,32",51,,,
JP19G14,G14,19/06/2019,43635,JP19,2019,"3,055517","504512,24","43,174933","4780242,6","0,78",90-120,105,10YR5/4,3,,1,11,P,silty clay,,,,,,,3,G,"1,742","11,74108","8,16",34,,,
JP19G15,G15,19/06/2019,43635,JP19,2019,"3,046808","503804,29","43,176782","4780447,5","1,729",0-20,10,10YR4/4,3,,1,10,P,silty clay,,4,,,0,"Vineyard, important mortality, presence of salt according to the workers, We are close to a canal, The ditches are very badly maintained, presence of grasses so probably not much chemical treatment, Last horizon very small",1,G,"0,551","3,71374","8,3",100,,,
JP19G15,G15,19/06/2019,43635,JP19,2019,"3,046808","503804,29","43,176782","4780447,5","1,479",30-40,35,10YR4/4,3,,1,10,P,silty clay,,,,,,,1,G,"0,692","4,66408","8,27",84,,,
JP19G15,G15,19/06/2019,43635,JP19,2019,"3,046808","503804,29","43,176782","4780447,5","1,079",70-80,75,10YR4/3,3,,1,11,M,silty clay,,,,,,,1,G,"0,99","6,6726",8,68,,,
JP19G15,G15,19/06/2019,43635,JP19,2019,"3,046808","503804,29","43,176782","4780447,5","0,779",90-120,105,10YR5/3,3,,2,11,M,silty clay,,,,,,,1,G,"0,952","6,41648","8,28",50,,,
JP19G16,G16,19/06/2019,43635,JP19,2019,"3,056682","504606,41","43,181792","4781004,37","1,917",0-20,10,10YR4/4,3,,1,10,P,silty clay,,,,,0,"Bottom of the valley, ditches not maintained, Very few crops, abandoned parcel, a few vines.",3,G,"0,651","4,38774","7,98",97,,,
